doi	id	style	ref_string
10.1006/jsvi.1999.2672	693	american-society-of-mechanical-engineers	[1] QU Z.-Q., 2000, “HYBRID EXPANSION METHOD FOR FREQUENCY RESPONSES AND THEIR SENSITIVITIES, PART I: UNDAMPED SYSTEMS,” Journal of Sound and Vibration, 231(1), pp. 175–193.
10.1093/mollus/61.3.331	694	american-chemical-society-author-date	CATTANEO-VIETTI, R.; ANGELINI, S.; GAGGERO, L.; LUCCHETTI, G. MINERAL COMPOSITION OF NUDIBRANCH SPICULES. Journal of Molluscan Studies 1995, 61, 331–337.
10.1007/s00737-018-0898-y	695	american-medical-association	1. Duan K-M, Wang S-Y, Yin J-Y, et al. The IDO genetic polymorphisms and postpartum depressive symptoms: an association study in Chinese parturients who underwent cesarean section. Archives of Women’s Mental Health. 2018;22(3):339–348. doi:10.1007/s00737-018-0898-y.
10.1007/s00737-018-0898-y	695	american-sociological-association	Duan, Kai-Ming et al. 2018. “The IDO Genetic Polymorphisms and Postpartum Depressive Symptoms: An Association Study in Chinese Parturients Who Underwent Cesarean Section.” Archives of Women’s Mental Health 22(3):339–48. Retrieved (http://dx.doi.org/10.1007/s00737-018-0898-y).
10.1007/s00737-018-0898-y	695	mcgill-en	Duan, Kai-Ming et al. “The IDO genetic polymorphisms and postpartum depressive symptoms: an association study in Chinese parturients who underwent cesarean section” (2018) 22:3 Archives of Women’s Mental Health 339, online: <http://dx.doi.org/10.1007/s00737-018-0898-y>.
10.1007/s00737-018-0898-y	695	chicago-annotated-bibliography	Duan, Kai-Ming, Sai-Ying Wang, Ji-Ye Yin, Xi Li, Jia-Hui Ma, Zhen-Dong Huang, Ying-Yong Zhou, et al. “The IDO Genetic Polymorphisms and Postpartum Depressive Symptoms: An Association Study in Chinese Parturients Who Underwent Cesarean Section.” Archives of Women’s Mental Health 22, no. 3 (August 18, 2018): 339–348. doi:10.1007/s00737-018-0898-y.
10.1007/s00737-018-0898-y	695	american-society-of-mechanical-engineers	[1] Duan K.-M., Wang S.-Y., Yin J.-Y., Li X., Ma J.-H., Huang Z.-D., Zhou Y.-Y., Yu H.-Y., Yang M., Zhou H.-H., and Liu Z.-Q., 2018, “The IDO genetic polymorphisms and postpartum depressive symptoms: an association study in Chinese parturients who underwent cesarean section,” Archives of Women’s Mental Health, 22(3), pp. 339–348.
10.1016/b978-0-08-017243-9.50005-5	696	modern-language-association	Kreissl, James F., and James J. Westrick. “MUNICIPAL WASTE TREATMENTT BY PHYSICAL-CHEMICAL METHODS.” Applications of New Concepts of Physical–Chemical Wastewater Treatment (1972): 1–11. Crossref. Web.
10.1016/b978-0-08-017243-9.50005-5	696	acm-sig-proceedings	[1]Kreissl, J.F. and Westrick, J.J. 1972. MUNICIPAL WASTE TREATMENT BY PHYSICAL-CHEMICAL METHODS. Applications of New Concepts of Physical–Chemical Wastewater Treatment. (1972), 1–11.
10.1055/s-0028-1085224	697	acm-sig-proceedings	[1]LaPointe, L. 1986. Preface. Seminars in Speech and Language. 7, 02 (May 1986), e127–e129.
10.1016/s1166-4568(07)45170-1	698	american-sociological-association	Vignes, S. 2007. “Rééducation En Pathologie Lymphatique.” EMC - Cardiologie 2(4):1–7. Retrieved (http://dx.doi.org/10.1016/s1166-4568(07)45170-1).
10.1016/s1166-4568(07)45170-1	698	council-of-science-editors	1. Vigness S. Rééducation en pathologie lymphatique. EMC - Cardiologie [Internet]. 2007 January;2(4):1–7. Available from: http://dx.doi.org/10.1016/s1166-4568(07)45170-1
10.1016/s1166-4568(07)45170-1	698	acm-sig-proceedings	[1]Vignes, S. 2007. Rééducation en pathologie lymphatique. EMC - Cardiologie. 2, 4 (Jan. 2007), 1–7.
10.1016/s1166-4568(07)45170-1	698	ieee	[1]S. Vignes, “Rééducation en pathologie lymphatique,” EMC - Cardiologie, vol. 2, no. 4, pp. 1–7, Jan. 2007.
10.1016/s1166-4568(07)45170-1	698	american-medical-association	1. Vignes S. Rééducation en pathologie lymphatique. EMC - Cardiologie. 2007;2(4):1–7. doi:10.1016/s1166-4568(07)45170-1.
10.1039/c5ra15252f	699	apa	Wang, M., Deng, X.-Y., Du, A.-K., Zhao, T.-H., & Zeng, J.-B. (2015). Poly(sodium 4-styrenesulfonate) modified graphene for reinforced biodegradable poly(ε-caprolactone) nanocomposites. RSC Advances, 5(89), 73146–73154. doi:10.1039/c5ra15252f
10.1039/c5ra15252f	699	american-sociological-association	Wang, Ming, Xiao-Ying Deng, An-Ke Du, Tong-Hui Zhao, and Jian-Bing Zeng. 2015. “Poly(sodium 4-Styrenesulfonate) Modified Graphene for Reinforced Biodegradable Poly(ε-Caprolactone) Nanocomposites.” RSC Advances 5(89):73146–54. Retrieved (http://dx.doi.org/10.1039/c5ra15252f).
10.1039/c5ra15252f	699	chicago-annotated-bibliography	Wang, Ming, Xiao-Ying Deng, An-Ke Du, Tong-Hui Zhao, and Jian-Bing Zeng. “Poly(sodium 4-Styrenesulfonate) Modified Graphene for Reinforced Biodegradable Poly(ε-Caprolactone) Nanocomposites.” RSC Advances 5, no. 89 (2015): 73146–73154. doi:10.1039/c5ra15252f.
10.1039/c5ra15252f	699	council-of-science-editors	1. Wang M, Deng X-Y, Du A-K, Zhao T-H, Zeng J-B. Poly(sodium 4-styrenesulfonate) modified graphene for reinforced biodegradable poly(ε-caprolactone) nanocomposites. RSC Advances [Internet]. 2015;5(89):73146–73154. Available from: http://dx.doi.org/10.1039/c5ra15252f
10.4155/cli.13.13	700	acm-sig-proceedings	[1]2013. Acknowledgements. Clinical Investigation. 3, 3 (Mar. 2013), 309–309.
10.2116/analsci.13.753	701	iso690-author-date-en	TAKADATE, Akira, MASUDA, Toshinobu, MURATA, Chiyomi, ISOBE, Akihiko, SHINOHARA, Takeshi, IRIKURA, Mitsuru and GOYA, Shujiro, 1997, A Derivatizing Reagent-Kit Using a Single Coumarin Fluorophore. Analytical Sciences [online]. 1997. Vol. 13, no. 5, p. 753–756. DOI 10.2116/analsci.13.753. Available from: http://dx.doi.org/10.2116/analsci.13.753
10.2116/analsci.13.753	701	apa	TAKADATE, A., MASUDA, T., MURATA, C., ISOBE, A., SHINOHARA, T., IRIKURA, M., & GOYA, S. (1997). A Derivatizing Reagent-Kit Using a Single Coumarin Fluorophore. Analytical Sciences, 13(5), 753–756. doi:10.2116/analsci.13.753
10.2116/analsci.13.753	701	american-society-of-mechanical-engineers	[1] TAKADATE A., MASUDA T., MURATA C., ISOBE A., SHINOHARA T., IRIKURA M., and GOYA S., 1997, “A Derivatizing Reagent-Kit Using a Single Coumarin Fluorophore.,” Analytical Sciences, 13(5), pp. 753–756.
10.1057/bp.2009.12	702	turabian-fullnote-bibliography	Copus, Colin. “English Nationall Parties in Post-Devolution UK.” British Politics 4, no. 3 (August 20, 2009): 363–385. http://dx.doi.org/10.1057/bp.2009.12.
10.1057/bp.2009.12	702	iso690-author-date-en	COPUS, Colin, 2009, English national parties in post-devolution UK. British Politics [online]. 20 August 2009. Vol. 4, no. 3, p. 363–385. DOI 10.1057/bp.2009.12. Available from: http://dx.doi.org/10.1057/bp.2009.12
10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l	703	modern-humanities-research-association	Favero, Laura B., Assimo Maris, Alessandra Degli Esposti, Paolo G. Favero, Walther Caminati, and Gottfried Pawelke, ‘Conformational Equilibrium and Potential Energy Surface of 1-Fluorobutane by Microwave Spectroscopy and Ab Initio Calculations’, Chemistry - A European Journal, 6 (2000), 3018–3025 <doi:10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l>
10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l	703	council-of-science-editors	1. Favero LB, Maris A, Esposti AD, Favero PG, Caminati W, Pawelke G. Conformational Equilibrium and Potential Energy Surface of 1-Fluorobutane by Microwave Spectroscopy and Ab Initio Calculations. Chemistry - A European Journal [Internet]. 2000 August 18;6(16):3018–3025. Available from: http://dx.doi.org/10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l
10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l	703	turabian-fullnote-bibliography	Favero, Laura B., Assimo Maris, Alessandra Degli Esposti, Paolo G. Favero, Walther Caminati, and Gottfried Pawelke. “Conformational Equilibrium and Potential Energy Surface of 1-Fluorobutane by Microwave Spectroscopy and Ab Initio Calculations.” Chemistry - A European Journal 6, no. 16 (August 18, 2000): 3018–3025. http://dx.doi.org/10.1002/1521-3765(20000818)6:16<3018::aid-chem3018>3.0.co;2-l.
10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2	704	council-of-science-editors	1. Briggs LA. Female circumcision in Nigeria: is it not time for government intervention? Health Care Analysis [Internet]. 1998 March;6(1):14–23. Available from: http://dx.doi.org/10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2
10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2	704	apa	Briggs, L. A. (1998). Female circumcision in Nigeria: is it not time for government intervention? Health Care Analysis, 6(1), 14–23. doi:10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2
10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2	704	american-sociological-association	Briggs, L. A. 1998. “Female Circumcision in Nigeria: Is It Not Time for Government Intervention?” Health Care Analysis 6(1):14–23. Retrieved (http://dx.doi.org/10.1002/(sici)1099-1042(199803)6:1<14::aid-hca256>3.0.co;2-2).
10.1016/s0167-8140(16)33636-2	705	council-of-science-editors	1. Baker S, McEwan A, Riauka T, Hudson E, Chu KP, Jan H-S, Ghosh S, Scrimger R, Nijjar T, Yee D, et al. 237: The Role of Mid-Treatment 18F-FDG Pet in Assessing Early Functional Response and Predicting Outcomes in Patients with Locally Advanced Non-Small Cell Lung Cancer Undergoing Radical Chemoradiotherapy. Radiotherapy and Oncology [Internet]. 2016 September;120:S86. Available from: http://dx.doi.org/10.1016/s0167-8140(16)33636-2
10.1016/s0167-8140(16)33636-2	705	chicago-annotated-bibliography	Baker, Sarah, Ajb McEwan, Terence Riauka, Emmanuel Hudson, Karen P. Chu, Hans-Sonke Jan, Sunita Ghosh, et al. “237: The Role of Mid-Treatment 18F-FDG Pet in Assessing Early Functional Response and Predicting Outcomes in Patients with Locally Advanced Non-Small Cell Lung Cancer Undergoing Radical Chemoradiotherapy.” Radiotherapy and Oncology 120 (September 2016): S86. doi:10.1016/s0167-8140(16)33636-2.
10.1016/s0167-8140(16)33636-2	705	american-medical-association	1. Baker S, McEwan A, Riauka T, et al. 237: The Role of Mid-Treatment 18F-FDG Pet in Assessing Early Functional Response and Predicting Outcomes in Patients with Locally Advanced Non-Small Cell Lung Cancer Undergoing Radical Chemoradiotherapy. Radiotherapy and Oncology. 2016;120:S86. doi:10.1016/s0167-8140(16)33636-2.
10.1016/s0167-8140(16)33636-2	705	mcgill-en	Baker, Sarah et al. “237: The Role of Mid-Treatment 18F-FDG Pet in Assessing Early Functional Response and Predicting Outcomes in Patients with Locally Advanced Non-Small Cell Lung Cancer Undergoing Radical Chemoradiotherapy” (2016) 120 Radiotherapy and Oncology S86, online: <http://dx.doi.org/10.1016/s0167-8140(16)33636-2>.
10.1016/j.hpb.2016.03.463	706	acm-sig-proceedings	[1]Smith, A. et al. 2016. Racial disparity in liver transplantation in an inner city population. HPB. 18, (Apr. 2016), e548–e549.
10.1016/j.hpb.2016.03.463	706	american-sociological-association	Smith, A. et al. 2016. “Racial Disparity in Liver Transplantation in an Inner City Population.” HPB 18:e548–e549. Retrieved (http://dx.doi.org/10.1016/j.hpb.2016.03.463).
10.1016/j.hpb.2016.03.463	706	american-chemical-society-author-date	Smith, A.; Hauch, A.; Kandil, E.; Killackey, M.; Paramesch, A.; Moehlen, M.; Balart, L.; Buell, J. Racial Disparity in Liver Transplantation in an Inner City Population. HPB 2016, 18, e548–e549.
10.1016/j.hpb.2016.03.463	706	iso690-author-date-en	SMITH, A., HAUCH, A., KANDIL, E., KILLACKEY, M., PARAMESCH, A., MOEHLEN, M., BALART, L. and BUELL, J., 2016, Racial disparity in liver transplantation in an inner city population. HPB [online]. April 2016. Vol. 18, p. e548–e549. DOI 10.1016/j.hpb.2016.03.463. Available from: http://dx.doi.org/10.1016/j.hpb.2016.03.463
10.1007/s10934-018-0665-5	707	american-society-of-mechanical-engineers	[1] Umegaki T., Ogawa R., Ohki S., Tansho M., Shimizu T., and Kojima Y., 2018, “Control of pore size in shell of hollow silica–alumina composite spheres for hydrolytic dehydrogenation of ammonia borane,” Journal of Porous Materials, 26(2), pp. 611–617.
10.1007/s10934-018-0665-5	707	chicago-annotated-bibliography	Umegaki, Tetsuo, Ryota Ogawa, Shinobu Ohki, Masataka Tansho, Tadashi Shimizu, and Yoshiyuki Kojima. “Control of Pore Size in Shell of Hollow Silica–alumina Composite Spheres for Hydrolytic Dehydrogenation of Ammonia Borane.” Journal of Porous Materials 26, no. 2 (August 11, 2018): 611–617. doi:10.1007/s10934-018-0665-5.
10.1182/blood-2013-08-524025	708	modern-language-association	Tanno, T. et al. “Growth Differentiating Factor 15 Enhances the Tumor-Initiating and Self-Renewal Potential of Multiple Myeloma Cells.” Blood 123.5 (2013): 725–733. Crossref. Web.
10.1007/978-3-642-18336-2_35	709	mcgill-en	Wang, Ling, Xin Lv & Hailong Liu. “Research of Evaluation on Cultivated Land Fertility in Xinjiang Desert Oasis Based on GIS Technology——Taking No. 22 State Farm as the Example” (2011) IFIP Advances in Information and Communication Technology 290, online: <http://dx.doi.org/10.1007/978-3-642-18336-2_35>.
10.2466/pms.1987.65.1.121	710	american-medical-association	1. Beattie R, Parks C, Parks J. Type a Behavior as a Function of Reversed Computer Activity. Perceptual and Motor Skills. 1987;65(1):121–122. doi:10.2466/pms.1987.65.1.121.
10.2466/pms.1987.65.1.121	710	acm-sig-proceedings	[1]Beattie, R. et al. 1987. Type a Behavior as a Function of Reversed Computer Activity. Perceptual and Motor Skills. 65, 1 (Aug. 1987), 121–122.
10.1246/bcsj.75.481	711	iso690-author-date-en	NOMURA, Yasushi, SUGISHITA, Takashi, NARITA, Susumu and SHIBUYA, Tai-ichi, 2002, Linear and Nonlinear Polarizabilities of Fragmental Molecules for the Phenylacetylene Dendrimers. Bulletin of the Chemical Society of Japan [online]. March 2002. Vol. 75, no. 3, p. 481–486. DOI 10.1246/bcsj.75.481. Available from: http://dx.doi.org/10.1246/bcsj.75.481
10.1246/bcsj.75.481	711	mcgill-en	Nomura, Yasushi et al. “Linear and Nonlinear Polarizabilities of Fragmental Molecules for the Phenylacetylene Dendrimers” (2002) 75:3 Bulletin of the Chemical Society of Japan 481, online: <http://dx.doi.org/10.1246/bcsj.75.481>.
10.1006/jmrb.1994.1077	712	mcgill-en	Koch, T, G Brix & WJ Lorenz. “Theoretical Description, Measurement, and Correction of Localization Errors in 31P Chemical-Shift Imaging” (1994) 104:3 Journal of Magnetic Resonance, Series B 199, online: <http://dx.doi.org/10.1006/jmrb.1994.1077>.
10.1006/jmrb.1994.1077	712	american-medical-association	1. Koch T, Brix G, Lorenz WJ. Theoretical Description, Measurement, and Correction of Localization Errors in 31P Chemical-Shift Imaging. Journal of Magnetic Resonance, Series B. 1994;104(3):199–211. doi:10.1006/jmrb.1994.1077.
10.1006/jmrb.1994.1077	712	american-chemical-society-author-date	Koch, T.; Brix, G.; Lorenz, W. J. Theoreticall Description, Measurement, and Correction of Localization Errors in 31P Chemical-Shift Imaging. Journal of Magnetic Resonance, Series B 1994, 104, 199–211.
10.1063/1.453503	713	modern-humanities-research-association	Rohart, François, Dominique Derozier, and Jean Legrand, ‘Foreign Gas Relaxation of theJ=0→1 Transition of HC15N. A Study of the Temperature Dependence by Coherent Transients’, The Journal of Chemical Physics, 87 (1987), 5794–5803 <doi:10.1063/1.453503>
10.1063/1.453503	713	american-society-of-mechanical-engineers	[1] Rohartt F., Derozier D., and Legrand J., 1987, “Foreign gas relaxation of theJ=0→1 transition of HC15N. A study of the temperature dependence by coherent transients,” The Journal of Chemical Physics, 87(10), pp. 5794–5803.
10.1063/1.453503	713	turabian-fullnote-bibliography	Rohart, François, Dominique Derozier, and Jean Legrand. “Foreign Gas Relaxation of theJ=0→1 Transition of HC15N. A Study of the Temperature Dependence by Coherent Transients.” The Journal of Chemical Physics 87, no. 10 (November 15, 1987): 5794–5803. http://dx.doi.org/10.1063/1.453503.
10.1063/1.453503	713	council-of-science-editors	1. Rohart F, Derozier D, Legrand J. Foreign gas relaxation of theJ=0→1 transition of HC15N. A study of the temperature dependence by coherent transients. The Journal of Chemical Physics [Internet]. 1987 November 15;87(10):5794–5803. Available from: http://dx.doi.org/10.1063/1.453503
