id	bibtex_string
2144	"@article{ref2144, 
 author  =  {Davis W. R. and Moss} , 
 given-names  =  {M. K} , 
 title  =  {“On the Conservation Laws of the Theory of General Relativity.�} , 
 booktitle  =  {Nuovo Cimento} , 
 volume  =  {27.6} , 
 year  =  {1963} , 
 pages  =  {1492 -- 1496} , 
 note  =  {Crossref. Web} 
 }"
2144	"@article{ref2144, 
 author  =  {Davis W. R. and Moss} , 
 given-names  =  {M. K} , 
 title  =  {‘On the Conservation Laws of the Theory of General Relativity�} , 
 volume  =  {27} , 
 year  =  {1963} , 
 pages  =  {1492 -- 1496} 
 }"
2145	"@article{ref2145, 
 author  =  {Gilman John J} , 
 title  =  {“Chemistry and Physics of Mechanical Hardness�} , 
 volume  =  {27} , 
 year  =  {2009} , 
 identifier  =  {doi:10.1002/9780470446836} 
 }"
2145	"@article{ref2145, 
 author  =  {J} , 
 title  =  {Gilman, “Chemistry and Physics of Mechanical Hardness,�} , 
 year  =  {2009} 
 }"
2145	"@article{ref2145, 
 author  =  {1]Gilman J.J} , 
 year  =  {2009 2009} , 
 title  =  {Chemistry and Physics of Mechanical Hardness} 
 }"
2146	"@article{ref2146, 
 author  =  {Koffyberg F. P. and Dwight K and Wold A} , 
 year  =  {1979} , 
 title  =  {Interband transitions of semiconducting oxides determined from photoelectrolysis spectra} , 
 booktitle  =  {Solid State Communications} , 
 volume  =  {30(7} , 
 pages  =  {433 -- 437} , 
 identifier  =  {doi:10.1016/0038-1098(79)91182-7} 
 }"
2146	"@article{ref2146, 
 author  =  {Koffyberg F. P. and Dwight K and Wold A and Interbandd} , 
 title  =  {Transitions of Semiconducting Oxides Determined from Photoelectrolysis Spectra} , 
 booktitle  =  {Solid State Communications} , 
 year  =  {1979} , 
 volume  =  {30} , 
 pages  =  {433 -- 437} 
 }"
2146	"@article{ref2146, 
 author  =  {KOFFYBERG F.P and DWIGHT K and WOLD A} , 
 year  =  {1979} , 
 title  =  {Interband transitions of semiconducting oxides determined from photoelectrolysis spectra} , 
 booktitle  =  {Solid State Communications} , 
 volume  =  {1979. Vol. 30, no. 7} , 
 url  =  {http://dx.doi.org/10.1016/0038-1098(79)91182-7} 
 }"
2147	"@article{ref2147, 
 author  =  {Rowton Alexander K. and Joseph K and Ausserer Keith D and Grinstead Paul J and Litke Marc D} , 
 title  =  {Polanka. “Measuring Scaling Effects in Small Two-Stroke Internal Combustion Engines.” SAE} , 
 booktitle  =  {Technical Paper Series (November 11} , 
 year  =  {2014} , 
 url  =  {http://dx.doi.org/10.4271/2014-32-0010} 
 }"
2147	"@article{ref2147, 
 author  =  {A.K} , 
 year  =  {2014} , 
 title  =  {Measuring Scaling Effects in Small Two-Stroke Internal Combustion Engines} , 
 booktitle  =  {SAE Technical Paper Series} , 
 note  =  {Nov. 2014)} 
 }"
2147	"@article{ref2147, 
 author  =  {Rowtonn A. K. and Ausserer J. K. and Grinstead K and D., Litke P and Polanka M. D.} , 
 year  =  {2014} , 
 title  =  {“Measuring Scaling Effects in Small Two-Stroke Internal Combustion Engines,” SAE} , 
 booktitle  =  {Technical Paper Series} 
 }"
2147	"@article{ref2147, 
 author  =  {Rowton Alexander K. and Joseph K and Ausserer Keith D and Grinstead Paul J and Litke Marc D} , 
 title  =  {Polanka. “Measuring Scaling Effects in Small Two-Stroke Internal Combustion Engines.” SAE} , 
 booktitle  =  {Technical Paper Series (November 11} , 
 year  =  {2014} , 
 identifier  =  {doi:10.4271/2014-32-0010} 
 }"
2148	"@article{ref2148, 
 author  =  {Petrini� D} , 
 year  =  {2017} , 
 title  =  {Emigrantski list Istra (1929.-1940.): Istra tijekom međuraća} , 
 booktitle  =  {Zbornik Za Narodni Život i Običaje} , 
 volume  =  {59} , 
 pages  =  {115 -- 136} , 
 identifier  =  {doi:10.21857/yrvgqtk7n9} 
 }"
2148	"@article{ref2148, 
 author  =  {Petrini� D} , 
 title  =  {Emigrantski list Istra (1929.-1940.): Istra tijekom međuraća. Zbornik za narodni život i običaje [Internet} , 
 note  =  {2017;59:115–136} , 
 url  =  {http://dx.doi.org/10.21857/yrvgqtk7n9} 
 }"
2148	"@article{ref2148, 
 author  =  {Petrinić, Dolores “Emigrantski and List Istra} , 
 year  =  {1929.-1940 2017} , 
 title  =  {Istra Tijekom Međuraća.” Zbornik Za Narodni Život i} , 
 booktitle  =  {Običaje} , 
 volume  =  {59} , 
 pages  =  {115 -- 136} , 
 note  =  {doi:10.21857/yrvgqtk7n9} 
 }"
2148	"@article{ref2148, 
 author  =  {D} , 
 year  =  {2017 2017} , 
 title  =  {Emigrantski list Istra (1929.-1940.): Istra tijekom međuraća. Zbornik za narodni život i} , 
 booktitle  =  {običaje} , 
 volume  =  {59} , 
 pages  =  {115 -- 136} 
 }"
2149	"@article{ref2149, 
 author  =  {Tatsumi Yoshiyuki and Takuo Yokoyama} , 
 year  =  {1978} , 
 title  =  {73:9 The Journal of the Japanese Association of Mineralogists, Petrologists} , 
 booktitle  =  {and Economic Geologists} , 
 volume  =  {262} , 
 url  =  {<http://dx.doi.org/10.2465/ganko1941.73.262>} 
 }"
2150	"@article{ref2150, 
 author  =  {De Ronde A. A. and Heilbronner R and Stünitz H and Tullis J} , 
 title  =  {Spatial Correlation of Deformation and Mineral Reaction in Experimentally Deformed Plagioclase–olivine Aggregates} , 
 booktitle  =  {Tectonophysics} , 
 year  =  {2004} , 
 volume  =  {389} , 
 pages  =  {93 -- 109} 
 }"
2151	"@article{ref2151, 
 author  =  {Kojima F and Kapoor M and Kawai S and Yang L and Aronoff D. M. and Crofford L. J.} , 
 title  =  {2009, “Prostaglandin E2 activates Rap1 via EP2/EP4 receptors and cAMP-signaling in rheumatoid synovial fibroblasts: Involvement of Epac1 and PKA,” Prostaglandins} , 
 booktitle  =  {& Other Lipid Mediators} , 
 volume  =  {89(1-2} , 
 pages  =  {26 -- 33} 
 }"
2152	"@article{ref2152, 
 author  =  {Goncalves Rogeria R. and Giovanni Carturan Luca and Zampedri Maurizio and Ferrari Cristina and Armellini Alessandro and Chiasera M and Mattarelli “Sol-Gel Erbium-Doped Silica-Hafnia Planar Channel and Waveguides.�} , 
 editor  =  {Shibin Jiang Jacques Lucas} , 
 booktitle  =  {Rare-Earth-Doped Materials and Devices VII (June} , 
 volume  =  {16} , 
 year  =  {2003} , 
 url  =  {http://dx.doi.org/10.1117/12.478340} 
 }"
2152	"@article{ref2152, 
 author  =  {Goncalves RR and Carturan G and Zampedri L and Ferrari M and Armellini C and Chiasera A and Mattarelli M and Moser E and Montagna M and Righini GC and Jiang S and Lucas J} , 
 title  =  {Sol-gel erbium-doped silica-hafnia planar and channel waveguides} , 
 booktitle  =  {Rare-Earth-Doped Materials and Devices VII [Internet]} , 
 year  =  {2003 June} , 
 url  =  {http://dx.doi.org/10.1117/12.478340} 
 }"
2152	"@article{ref2152, 
 author  =  {Goncalves Rogeria R} , 
 title  =  {“Sol-Gel Erbium-Doped Silica-Hafnia Planar n. pag} , 
 editor  =  {Channel Waveguides.” Ed. Shibin Jiang Jacques Lucas. Rare-Earth-Doped Materials Devices VII} , 
 year  =  {2003} , 
 note  =  {Crossref. Web} 
 }"
2152	"@article{ref2152, 
 author  =  {Goncalves R. R. and Carturan G and Zampedri L and Ferrari M and Armellini C and Chiasera A and Mattarelli M and Moser E and Montagna M and Righini G. C. and Pelli S and Nunzi Conti G and Ribeiro S and Portales H} , 
 given-names  =  {V} , 
 year  =  {2003} , 
 title  =  {“Sol-gel erbium-doped silica-hafnia planar and channel waveguides,” Rare-Earth-Doped Materials and Devices VII} 
 }"
2152	"@article{ref2152, 
 author  =  {R.R} , 
 year  =  {2003 2003} , 
 title  =  {Sol-gel erbium-doped silica-hafnia planar and channel waveguides. Rare-Earth-Doped Materials and Devices VII} , 
 note  =  {Jun} 
 }"
2153	"@article{ref2153, 
 author  =  {Suszynska Malwina} , 
 title  =  {“The Proper Criteria for Identification and Sorting of Very Small Embryonic-Like Stem Cells, and Some Nomenclature Issues.” Stem Cells and Development} , 
 volume  =  {23.7} , 
 year  =  {2014} , 
 pages  =  {702 -- 713} , 
 note  =  {Crossref. Web} 
 }"
2153	"@article{ref2153, 
 author  =  {Suszynska, Malwina Ewa K and Zuba-Surma Magdalena and Maj Kasia and Mierzejewska Janina and Ratajczak Magda and Kucia Mariusz Z and Ratajczak} , 
 title  =  {Proper Criteria for Identification and Sorting of Very Small Embryonic-Like Stem Cells, and Some Nomenclature Issues.” Stem} , 
 booktitle  =  {Cells and Development} , 
 volume  =  {23} , 
 issue  =  {7} , 
 year  =  {April 2014)} , 
 pages  =  {702 -- 713} , 
 url  =  {http://dx.doi.org/10.1089/scd.2013.0472} 
 }"
2153	"@article{ref2153, 
 author  =  {Suszynska, Malwina Ewa K and Zuba-Surma Magdalena and Maj Kasia and Mierzejewska Janina and Ratajczak Magda and Kucia Mariusz Z and Ratajczak} , 
 title  =  {Proper Criteria for Identification and Sorting of Very Small Embryonic-Like Stem Cells, and Some Nomenclature Issues.” Stem} , 
 booktitle  =  {Cells and Development} , 
 volume  =  {23} , 
 issue  =  {7} , 
 year  =  {April 2014) doi:10.1089/scd.2013.0472} , 
 pages  =  {702 -- 713} 
 }"
2154	"@article{ref2154, 
 author  =  {Marinskiy D and Lagowski J., Wilson M and Savtchouk A and Jastrzebski L and DeBusk D} , 
 year  =  {1999} , 
 title  =  {“Small Signal AC-Surface Photovoltage Technique for Non-Contact Monitoring of Near Surface Doping and Recombination-Generation in the Depletion Layer,�} , 
 booktitle  =  {MRS Proceedings} , 
 volume  =  {591} 
 }"
2154	"@article{ref2154, 
 author  =  {Marinskiy D and Lagowski J and Wilson M and Savtchouk A and Jastrzebski L and DeBusk D and Small} , 
 title  =  {Signal AC-Surface Photovoltage Technique for Non-Contact Monitoring of Near Surface Doping and Recombination-Generation in the Depletion Layer} , 
 booktitle  =  {MRS Proceedings [Internet]. 1999;591} , 
 url  =  {http://dx.doi.org/10.1557/proc-591-225} 
 }"
2155	"@article{ref2155, 
 author  =  {Kabir C.S and Landa} , 
 given-names  =  {J.L} , 
 title  =  {“Interpreting Transient Tests in High-Permeability, Gas-Condensate Reservoirs.” SPE n. pag} , 
 booktitle  =  {Annual Technical Conference and Exhibition} , 
 year  =  {2004} , 
 note  =  {Crossref. Web} 
 }"
2155	"@article{ref2155, 
 author  =  {S. Kabir J. L and Landa} , 
 title  =  {“Interpreting Transient Tests in High-Permeability, Gas-Condensate Reservoirs,” SPE} , 
 booktitle  =  {Annual Technical Conference and Exhibition} , 
 year  =  {2004} 
 }"
2155	"@article{ref2155, 
 author  =  {Kabir CS and Landa JL} , 
 title  =  {Interpreting Transient Tests in High-Permeability, Gas-Condensate Reservoirs} , 
 booktitle  =  {SPE Annual Technical Conference and Exhibition} , 
 year  =  {2004} , 
 pages  =  {d -- 10</fpage> - <lpage>2118</fpage> - <lpage>89752</fpage> - <lpage>} 
 }"
2156	"@article{ref2156, 
 author  =  {Jackson Michael and O’Laughlin} , 
 given-names  =  {Brian} , 
 year  =  {2007} , 
 title  =  {“Airborne Required Time of Arrival Control and Integration with ATM.” 7th AIAA ATIO Conf} , 
 booktitle  =  {2nd CEIAT Int’l Conf on Innov and Integr in Aero Sciences,17th LTA Systems Tech Conf; followed by} , 
 editor  =  {TEOS Forum} , 
 url  =  {Retrieved (http://dx.doi.org/10.2514/6.2007-7835)} 
 }"
2156	"@article{ref2156, 
 author  =  {Jackson Michael and O’Laughlin} , 
 given-names  =  {Brian} , 
 title  =  {‘Airborne Required Time of Arrival Control and Integration with ATM’, 7th AIAA ATIO Conf} , 
 booktitle  =  {2nd CEIAT Int’l Conf on Innov and Integr in Aero Sciences,17th LTA Systems Tech Conf; followed by 2nd TEOS Forum} , 
 year  =  {2007} , 
 identifier  =  {doi:10.2514/6.2007-7835} 
 }"
2156	"@article{ref2156, 
 author  =  {Jackson M and O’Laughlin B} , 
 year  =  {2007} , 
 title  =  {Airbornee Required Time of Arrival Control and Integration with ATM} , 
 booktitle  =  {7th AIAA ATIO Conf, 2nd CEIAT Int’l Conf on Innov and Integr in Aero Sciences,17th LTA Systems Tech Conf; Followed} , 
 identifier  =  {doi:10.2514/6.2007-7835} 
 }"
2156	"@article{ref2156, 
 author  =  {Jackson Michael and Brian} , 
 title  =  {O’Laughlin. “Airborne Required Time of Arrival Control and Integration with ATM� 7th AIAA ATIO Conf} , 
 year  =  {2007} , 
 booktitle  =  {2nd CEIAT Int’l Conf on Innov and Integr in Aero Sciences,17th LTA Systems Tech Conf; followed by 2nd TEOS Forum} , 
 url  =  {<http://dx.doi.org/10.2514/6.2007-7835>} 
 }"
2157	"@article{ref2157, 
 author  =  {ROSENOW Curt} , 
 year  =  {1920 1920} , 
 title  =  {Is lack of intelligence the chief cause of delinquency? Psychological Review} , 
 volume  =  {Vol. 27, no. 2} , 
 url  =  {http://dx.doi.org/10.1037/h0069727} 
 }"
2158	"@article{ref2158, 
 author  =  {Wachyann E and Rushton KR} , 
 title  =  {Water losses from irrigation canals} , 
 booktitle  =  {Journal of Hydrology} , 
 identifier  =  {1987;92(3-4):275–288. doi:10.1016/0022-1694(87)90018-7} 
 }"
2158	"@article{ref2158, 
 author  =  {Wachyan E and Rushton} , 
 given-names  =  {K. R} , 
 year  =  {1987} , 
 title  =  {“Water Losses from Irrigation Canals.�} , 
 booktitle  =  {Journal of Hydrology 92(3-4):275–88} 
 }"
2158	"@article{ref2158, 
 author  =  {E Rushton and K.R} , 
 year  =  {1987 1987} , 
 title  =  {Water losses from irrigation canals} , 
 booktitle  =  {Journal of Hydrology} , 
 volume  =  {92} , 
 issue  =  {3-4} , 
 pages  =  {275 -- 288} 
 }"
2159	"@article{ref2159, 
 author  =  {Miltenberger M and Pecha A and Dowden R and Keshel tyler and Munford S and Sauers E and The} , 
 title  =  {Acute Effect Of Exposure To Barefoot Running On Vo2peak, Fatigue, And Time To Exhaustion In Recreational Runners} , 
 booktitle  =  {Medicine & Science in Sports & Exercise. 2016;48:937. doi:10.1249/01.mss.0000487805.74869.f8} 
 }"
2159	"@article{ref2159, 
 author  =  {MILTENBERGER Matthew, PECHA, Anton, DOWDEN, Robert, KESHEL, tyler, MUNFORD, Shawn and SAUERS Emily} , 
 year  =  {2016} , 
 title  =  {The Acute Effectt Of Exposure To Barefoot Running On Vo2peak, Fatigue, And Time To Exhaustion In Recreational Runners} , 
 booktitle  =  {Medicine & Science in Sports & Exercise [online]. May 2016} , 
 volume  =  {48} , 
 pages  =  {937 --} , 
 editor  =  {DOI} , 
 identifier  =  {10.1249/01.mss.0000487805.74869.f8} , 
 url  =  {http://dx.doi.org/10.1249/01.mss.0000487805.74869.f8} 
 }"
2159	"@article{ref2159, 
 author  =  {Miltenbergerr M and Pecha A and Dowden R and Keshel tyler, Munford S and Sauers E} , 
 year  =  {2016} , 
 title  =  {“The Acute Effect Of Exposure To Barefoot Running On Vo2peak, Fatigue, And Time To Exhaustion} , 
 editor  =  {Recreational Runners,” Medicine} , 
 booktitle  =  {Science in Sports & Exercise} , 
 volume  =  {48} , 
 pages  =  {937 --} 
 }"
2159	"@article{ref2159, 
 author  =  {Miltenberger A and Pecha R and Dowden tyler and Keshel S and Munford E and Sauers} , 
 title  =  {“The Acute Effect Of Exposure To Barefoot Running On Vo2peak, Fatigue, And Time To Exhaustion} , 
 editor  =  {Recreational Runners,” Medicine} , 
 booktitle  =  {Science in Sports & Exercise} , 
 volume  =  {48} , 
 pages  =  {937 --} , 
 year  =  {2016} 
 }"
2159	"@article{ref2159, 
 author  =  {Miltenberger M and Pecha A and Dowden R and Keshel tyler and Munford S and Sauers E and The} , 
 title  =  {Acute Effect Of Exposure To Barefoot Running On Vo2peak, Fatigue, And Time To Exhaustion In Recreational Runners} , 
 booktitle  =  {Medicine & Science in Sports & Exercise [Internet]} , 
 year  =  {2016} , 
 url  =  {http://dx.doi.org/10.1249/01.mss.0000487805.74869.f8} 
 }"
2160	"@article{ref2160, 
 author  =  {J.D} , 
 year  =  {2008 2008} , 
 title  =  {Terrestrial plant-Si and environmental changes} , 
 booktitle  =  {Mineralogical Magazine} , 
 volume  =  {72} , 
 issue  =  {1} , 
 pages  =  {263 -- 267} 
 }"
2160	"@article{ref2160, 
 author  =  {Meunier J D} , 
 title  =  {“Terrestrial plant-Si and environmental changes� 72:1 Mineralogical} , 
 year  =  {2008} , 
 booktitle  =  {Magazine} , 
 volume  =  {263} , 
 url  =  {<http://dx.doi.org/10.1180/minmag.2008.072.1.263>} 
 }"
2160	"@article{ref2160, 
 author  =  {Meunier J. D., F and Guntzer S and Kirman C and Keller} , 
 title  =  {“Terrestrial Plant-Si and Environmental Changes.�} , 
 booktitle  =  {Mineralogical Magazine} , 
 volume  =  {72} , 
 issue  =  {1 (February} , 
 year  =  {2008} , 
 pages  =  {263 -- 267} , 
 url  =  {http://dx.doi.org/10.1180/minmag.2008.072.1.263} 
 }"
2161	"@article{ref2161, 
 author  =  {Körösi, Ladislav} , 
 title  =  {tefan Kozák. 2003. “Performance Improvement Properities of Neural Networks Using Orthogonal and Wavelet Functions.�} , 
 booktitle  =  {IFAC Proceedings Volumes 36(18):165–70} 
 }"
2161	"@article{ref2161, 
 author  =  {Körösi L, Kozák} , 
 title  =  {Š. Performance Improvement Properities of Neural Networks Using Orthogonal and Wavelet Functions} , 
 booktitle  =  {IFAC Proceedings Volumes. 2003;36(18):165–170. doi:10.1016/s1474-6670(17)34663-3} 
 }"
2162	"@article{ref2162, 
 author  =  {Altenbach Holm, Johannes and Altenbach Wolfgang and Kissing} , 
 title  =  {“Differential Operators for Rectangular Plates (Classical Plate Theory).” Mechanics of Composite Structural Elements} , 
 year  =  {2004} , 
 pages  =  {443 -- 444} , 
 identifier  =  {doi:10.1007/978-3-662-08589-9_14} 
 }"
2162	"@article{ref2162, 
 author  =  {Altenbach H and Altenbach J and Kissing W} , 
 title  =  {Differential Operators for Rectangular Plates (Classical Plate Theory} , 
 booktitle  =  {Mechanics of Composite Structural Elements} , 
 year  =  {2004} , 
 pages  =  {443 -- 444} 
 }"
2162	"@article{ref2162, 
 author  =  {Altenbach H and Altenbach J and Kissing W} , 
 title  =  {Differential Operators for Rectangular Plates (Classical Plate Theory). Mechanics of Composite Structural Elements} , 
 identifier  =  {2004:443–444. doi:10.1007/978-3-662-08589-9_14} 
 }"
2162	"@article{ref2162, 
 author  =  {Altenbach Holm, Johannes and Altenbach Wolfgang and Kissing} , 
 title  =  {“Differential Operators for Rectangular Plates (Classical Plate Theory).” Mechanics of Composite Structural Elements} , 
 year  =  {2004} , 
 pages  =  {443 -- 444} , 
 note  =  {Crossref. Web} 
 }"
2162	"@article{ref2162, 
 author  =  {H} , 
 year  =  {2004 2004} , 
 title  =  {Differential Operators for Rectangular Plates (Classical Plate Theory). Mechanics of Composite Structural Elements} , 
 pages  =  {443 -- 444} 
 }"
2163	"@article{ref2163, 
 author  =  {Teramoto Kei} , 
 title  =  {GOUT AND NUCLEIC ACID METABOLISM} , 
 volume  =  {39.1} , 
 year  =  {2015} , 
 pages  =  {95 --} , 
 note  =  {Crossref. Web} 
 }"
2163	"@article{ref2163, 
 author  =  {Teramoto Kei} , 
 year  =  {2015} , 
 title  =  {GOUT AND NUCLEIC ACID METABOLISM 39(1):95} 
 }"
2163	"@article{ref2163, 
 author  =  {K} , 
 year  =  {2015} , 
 title  =  {GOUT AND NUCLEIC ACID METABOLISM} , 
 volume  =  {39, 1} , 
 issue  =  {2015} , 
 pages  =  {95 --} 
 }"
2163	"@article{ref2163, 
 author  =  {Teramoto Kei, Akira} , 
 title  =  {Ohtahara, Einosukee Mizuta, Ichiro Hisatome, Shigeki Kuwata, Kazuo Nakazawa} , 
 editor  =  {Yoshie Shimai} , 
 booktitle  =  {GOUT AND NUCLEIC ACID METABOLISM} , 
 volume  =  {39} , 
 issue  =  {1} , 
 year  =  {2015} , 
 pages  =  {95 --} , 
 url  =  {http://dx.doi.org/10.6032/gnam.39.95} 
 }"
2163	"@article{ref2163, 
 author  =  {Teramoto K and Ohtahara A and Mizuta E and Hisatome I and Kuwata S and Nakazawa K and Kondo H} , 
 year  =  {2015} , 
 booktitle  =  {GOUT AND NUCLEIC ACID METABOLISM} , 
 volume  =  {39(1} , 
 pages  =  {95 --} , 
 note  =  {doi:10.6032/gnam.39.95} 
 }"
2164	"@article{ref2164, 
 author  =  {C} , 
 year  =  {2011 2011} , 
 title  =  {P2-222 Risk markers for coronary heart disease and type 2 diabetes in childhood: comparison of Indian children living in India and the UK} , 
 booktitle  =  {Journal of Epidemiology & Community Health} , 
 volume  =  {65} , 
 issue  =  {Suppl 1} , 
 note  =  {Aug} , 
 pages  =  {A282 -- 283} 
 }"
2164	"@article{ref2164, 
 author  =  {Nightingale G and Krishnaveni A and Rudnicka C and Owen S and Veena J and Hill D and Cook C and Fall P} , 
 title  =  {Whincup, “P2-222 Risk markers for coronary heart disease and type 2 diabetes in childhood: comparison of Indian children living in India and the UK,�} , 
 booktitle  =  {Journal of Epidemiology & Community Health} , 
 volume  =  {65} , 
 issue  =  {Suppl 1} , 
 pages  =  {A282 -- 283} , 
 year  =  {2011} 
 }"
2164	"@article{ref2164, 
 author  =  {Nightingale C} , 
 year  =  {2011 http://dx.doi.org/10.1136/jech.2011.142976j.55} , 
 title  =  {“P2-222 Risk Markers for Coronary Heart Disease and Type 2 Diabetes in Childhood: Comparison of Indian Children Living in India and the UK.�} , 
 booktitle  =  {Journal of Epidemiology & Community Health} , 
 volume  =  {65(Suppl} , 
 pages  =  {1 -- 282</fpage> - <lpage>283} 
 }"
2164	"@article{ref2164, 
 author  =  {Nightingale C and Krishnaveni G and Rudnicka A and Owen C and Veena S and Hill J and Cook D and Fall C and Whincup P} , 
 title  =  {P2-222 Risk markers for coronary heart disease and type 2 diabetes in childhood: comparison of Indian children living in India and the UK} , 
 booktitle  =  {Journal of Epidemiology & Community Health} , 
 year  =  {2011} , 
 volume  =  {August 1;65(Suppl} , 
 pages  =  {1 -- 282</fpage> - <lpage>283} , 
 url  =  {http://dx.doi.org/10.1136/jech.2011.142976j.55} 
 }"
2165	"@article{ref2165, 
 author  =  {Kawamura K} , 
 year  =  {2004} , 
 title  =  {“Novel and efficient dye-linked radical generators for visible light photoinitiating polymerization,�} , 
 booktitle  =  {Journal of Photochemistry and Photobiology A: Chemistry} , 
 volume  =  {162(2-3} , 
 pages  =  {329 -- 338} 
 }"
2166	"@article{ref2166, 
 booktitle  =  {Journal of Development Economics} , 
 volume  =  {19} , 
 issue  =  {1-2} , 
 note  =  {September 1985)} , 
 pages  =  {219 --} , 
 url  =  {http://dx.doi.org/10.1016/0304-3878(85)90051-3} 
 }"
2166	"@article{ref2166, 
 author  =  {Announcement} , 
 booktitle  =  {Journal of Development Economics} , 
 year  =  {1985;19(1-2):219} , 
 identifier  =  {doi:10.1016/0304-3878(85)90051-3} 
 }"
2166	"@article{ref2166, 
 author  =  {“Announcement�} , 
 year  =  {1985} , 
 title  =  {19:1-2} , 
 booktitle  =  {Journal of Development Economics} , 
 volume  =  {219} , 
 pages  =  {h -- 10</fpage> - <lpage>1016</fpage> - <lpage>0304</fpage> - <lpage>3878</fpage> - <lpage>85</fpage> - <lpage>90051</fpage> - <lpage>3} 
 }"
2166	"@article{ref2166, 
 author  =  {Announcement} , 
 booktitle  =  {Journal of Development Economics} , 
 year  =  {1985} , 
 volume  =  {19} , 
 pages  =  {219 --} 
 }"
2168	"@article{ref2168, 
 author  =  {Shear TL} , 
 title  =  {Excavations in Ancient Athens. Scientific American} , 
 identifier  =  {1934;151(4):181–181. doi:10.1038/scientificamerican1034-181} 
 }"
2168	"@article{ref2168, 
 author  =  {1]Shear T.L} , 
 year  =  {1934 1934} , 
 title  =  {Excavations in Ancient Athens} , 
 booktitle  =  {Scientific American} , 
 volume  =  {151} , 
 issue  =  {4} , 
 pages  =  {181 -- 181} 
 }"
2168	"@article{ref2168, 
 author  =  {Shear T. L} , 
 year  =  {1934} , 
 title  =  {Excavations in Ancient Athens} , 
 booktitle  =  {Scientific American} , 
 volume  =  {151(4} , 
 pages  =  {181 -- 181} , 
 identifier  =  {doi:10.1038/scientificamerican1034-181} 
 }"
2169	"@article{ref2169, 
 author  =  {Anon Rate Your and Plate} , 
 booktitle  =  {Journal of Nutrition Education [Internet]} , 
 year  =  {1988} , 
 volume  =  {September;20(5):267} , 
 url  =  {http://dx.doi.org/10.1016/s0022-3182(88)80110-9} 
 }"
2169	"@article{ref2169, 
 author  =  {Rate Your and Plate} , 
 booktitle  =  {Journal of Nutrition Education} , 
 year  =  {1988;20(5):267} 
 }"
2170	"@article{ref2170, 
 author  =  {Lampert M. A} , 
 year  =  {1983} , 
 title  =  {Maximum effective charge and confinement radius for the Coulomb condensate for an isolated, charged sphere or cylinder in an electrolyte} , 
 booktitle  =  {Chemical Physics Letters} , 
 volume  =  {96(4} , 
 pages  =  {475 -- 478} , 
 identifier  =  {doi:10.1016/0009-2614(83)80734-9} 
 }"
2170	"@article{ref2170, 
 author  =  {Lampert Murray A} , 
 title  =  {“Maximum Effective Charge and Confinement Radius for the Coulomb Condensate for an Isolated, Charged Sphere or Cylinder in an Electrolyte.” Chemical} , 
 booktitle  =  {Physics Letters} , 
 volume  =  {96} , 
 issue  =  {4} , 
 year  =  {April 1983)} , 
 pages  =  {475 -- 478} , 
 identifier  =  {doi:10.1016/0009-2614(83)80734-9} 
 }"
2170	"@article{ref2170, 
 author  =  {Lampert MA} , 
 title  =  {Maximum effective charge and confinement radius for the Coulomb condensate for an isolated, charged sphere or cylinder in an electrolyte} , 
 booktitle  =  {Chemical Physics Letters April;96(4):475–478} , 
 year  =  {1983} , 
 url  =  {http://dx.doi.org/10.1016/0009-2614(83)80734-9} 
 }"
2170	"@article{ref2170, 
 author  =  {A Lampert} , 
 title  =  {“Maximum effective charge and confinement radius for the Coulomb condensate for an isolated, charged sphere or cylinder in an electrolyte,” Chemical} , 
 booktitle  =  {Physics Letters} , 
 volume  =  {96} , 
 issue  =  {4} , 
 pages  =  {475 -- 478} , 
 year  =  {1983} 
 }"
2170	"@article{ref2170, 
 author  =  {Lampert M. A and Maximum} , 
 title  =  {Effective Charge and Confinement Radius for the Coulomb Condensate for an Isolated, Charged Sphere or Cylinder in an Electrolyte} , 
 booktitle  =  {Chemical Physics Letters} , 
 year  =  {1983} , 
 volume  =  {96} , 
 pages  =  {475 -- 478} 
 }"
2171	"@article{ref2171, 
 author  =  {Kearns D. M. and Fuchs D and McMaster K. L. and Sáenz L and Fuchs L. S. and Yen L and Smith T. M} , 
 year  =  {2010} , 
 title  =  {Factors Contributing to Teachers’ Sustained Use of Kindergarten Peer-Assisted Learning Strategies} , 
 booktitle  =  {Journal of Research on Educational Effectiveness} , 
 volume  =  {3(4} , 
 pages  =  {315 -- 342} , 
 identifier  =  {doi:10.1080/19345747.2010.491151} 
 }"
2171	"@article{ref2171, 
 author  =  {D.M} , 
 year  =  {2010 2010} , 
 title  =  {Factors Contributing to Teachers’ Sustained Use of Kindergarten Peer-Assisted Learning Strategies} , 
 booktitle  =  {Journal of Research on Educational Effectiveness} , 
 volume  =  {3} , 
 issue  =  {4} , 
 pages  =  {315 -- 342} 
 }"
2171	"@article{ref2171, 
 author  =  {Kearns D. M. and Fuchs D and McMaster K. L. and Sáenz L and Fuchs L. S. and Yen L and Meyers C and Stein} , 
 title  =  {Factors Contributing to Teachers’ Sustained Use of Kindergarten Peer-Assisted Learning Strategies} , 
 booktitle  =  {Journal of Research on Educational Effectiveness} , 
 year  =  {2010} , 
 volume  =  {3} , 
 pages  =  {315 -- 342} 
 }"
